819283761,112211324135412
834987341,222121324135211
899991828,112211324135421
881231818,212111313124412
892823736,112321134343111
834987341,222121324135211
899991828,112211324135421
888181818,212111313124412
892823736,111111111111111
834987341,222121324135211
899991828,112211324135421
888181818,212111313124412
892823736,333211433211111
834987341,222121324135211
899991828,112211324135421
889875818,212111313124412
892823736,111123211111111
834987341,222121324135211
899991828,112211324135421
888181818,212111313124412
892823736,114321567111111
834987341,222121324135211
895678928,112211324135421
888456718,212444511234412
892823736,111111532211111
834987341,222121324135211
899991828,112212321345421
888181818,212324523245112
892823736,111111111111111
